,oid,timestamp,rpid,uid,uname,content,likes,replies
280,1451459580,1711029789,213374804352,43136,t.akiha,不要觉得那个奖金很少的事很离谱，这种太常见了，你在上班时间，用公司给你的资源来创新，最终产品归公司所有再正常不过了。。我当年公司，发布消息说让工人自己发明创造，有个同事发明的新的配方每年能给公司带来几千万收入，结果是啥，奖励10块钱人名币！。理由就是你是上班期间用公司资源做出来的，理应为公司财产，公司也对你做出奖励了。。法院竟然支持这种理由,2,1
1427,1451459580,1709768018,211285408384,409568929,与我常在1985,"如果只是盲目实践而不遵循方法指导，就像是把手艺活变成了简单的体力活，难谈质量效果；但若是死守方法而不知变通创新，则实践有下限而无上限，难谈追求卓越。
外媒记录中村修二发明蓝光led过程，很值得看一看。",10,0
182,1451459580,1711194776,213660794592,3546626735999305,ReiAyanamiSimp,WAIT WHAT?! Veritasium is on Bilibili? No way bruhhhhhh,0,1
152,1451459580,1711279177,213816156464,298113522,通辽汗国驻贵州大使,这才是真正的新质生产力。,0,0
1168,1451459580,1709801215,211340211456,104876720,梦想中的蘑菇房,人才都去美国了，就因为这种垃圾董事长。,0,0
978,1451459580,1709826155,211397489584,12281184,poluodehonglang,我们的院士里有几个比他厉害,0,1
688,1451459580,1709945423,211568681392,3492972817549539,bili_3492972817549539,LED可以产生x射线、γ射线吗,0,0
148,1451459580,1711280467,213819346432,677541130,落日伴余辉,问题来了，那为啥没有黑色的LED灯？[doge],5,1
1513,1451459580,1709747097,211275566016,2484436,cf0834,日式传统企业是这种的，你就算证明了你比领导厉害，到头来还是不待见你,0,0
1950,1451459580,1709700395,211181418064,226082494,妖精兔诶,[DOTA2 dodo_鼓掌]激动人心,0,0
22,1451459580,1712547398,215931484192,351370285,小伙伴开心,"最后那句blue always，我哭了😭
坚持不懈最终完成梦想的人有多幸福啊。",4,0
1719,1451459580,1709730472,211240843072,44729992,-李煎饼-,我在想，这个自然界能够以极其复杂的方式生成并组合一堆物质，然后又以复杂的系统构成并维持一个生命体的运作，却没办法自然生成一个led灯[笑哭],17,8
70,1451459580,1711858729,214760208448,3546377130871265,YBH团队,https://b23.tv/BV1HJ4m1j73c 确实挺难搞所以我只做了红黄绿,0,0
1724,1451459580,1709730104,211240084288,13050693,亿万厨师的私人富翁,没什么能比看完视频低头看到一抹蓝色更震撼了,739,11
184,1451459580,1711194307,213659650576,396442427,住进你心里q,因为蓝光都被我的显示器过滤了,0,0
174,1451459580,1711206265,213691842240,8486119,我叫馒头君,"上理论课的时候有幸了解过，说实话一直以为是上世纪的人，完全没想过本人还健在[笑哭][笑哭][笑哭]
手搓仙人，实至名归[打call][打call][打call]",3,0
1238,1451459580,1709789712,211321074560,77213988,嘿咻浮沉醉意,1.1万人在看，真的感受到了我国人民崇尚科学的精神和去创造美好生活的意愿,26,18
1831,1451459580,1709717217,211211138512,563513119,缘风起_,但凡我们物理课能有这动画讲解，也能多一些人听懂,11,0
1597,1451459580,1709738194,211259683040,325601603,两只沈梦溪好短,你们这动画是真的牛想学了,0,0
113,1451459580,1711469361,214140299888,404755610,奔跑的小沐沐,小米：多大点事，把绿色取名龙晶蓝不就行了？,2,2
944,1451459580,1709829963,211405106992,43757063,FFN8,@AI视频小助理,0,0
597,1451459580,1709998580,211688478032,87829390,衣羽提灯,话说。。这个视频的字幕有办法关掉吗。。（属实不想上油管了（毕竟有广告（虽然我知道投放广告有利于发布者生存。。,0,2
1355,1451459580,1709777934,211297803824,55447,Kaede_君,怪不得 LED 叫节能灯！不过早期普及的节能灯好像是带荧光的那种，难道是蹭概念的？,0,1
140,1451459580,1711336505,213900394736,24598790,我是凉老师,2万日元奖励，也是够塔嘛损的,0,0
595,1451459580,1709998668,211688812256,2055195027,blubber33,我勒个豆，这咋突然成了up播放量最高的视频了,0,0
1798,1451459580,1709721659,211220826640,407025644,通辽汗国汗王,太厉害了,0,0
10,1451459580,1712815098,216366606048,1443038450,我不爱BigOther,"哈哈，桐油路过[滑稽]了解历史和传奇
cree，日亚这些都是桐油们耳熟能详的名字",0,0
787,1451459580,1709895063,211495506288,14669866,咸鱼啊03,一点小小的大儒夹圈震撼[调皮][调皮],0,0
1806,1451459580,1709720699,211218529728,3546378909256067,包包不会包包子,蓝色烟花，了解一下[惊喜],0,2
462,1451459580,1710169333,211972543616,474721553,大兴阿牛,确有此事，曾经诺基亚的蓝色背光手机是卖的很贵的卖点,1,0
619,1451459580,1709986242,211656683392,1217923684,骛罗,赤崎勇、天野浩。,0,0
1144,1451459580,1709805588,211348973472,240430122,西皮士xipishi,企业，恶魔，怪兽，对个人从不慈爱。,0,0
1428,1451459580,1709767989,211285401504,337076820,豹王冰冰本人,蓝色的,0,0
1758,1451459580,1709726839,211232657184,10107995,你是不是作业太少了,但是，他做到了[鼓掌],2,0
1577,1451459580,1709739601,211263077168,515723782,害怕写作业的人0312,建议加入“模拟电子技术”期末预习大礼包，懂的都懂,8,2
220,1451459580,1711123146,213540314768,693257264,安度拉星人,没有蓝色的吗，那银河身上的是啥[笑哭][笑哭][笑哭]真不知道啊,0,0
958,1451459580,1709828023,211401569728,2157002,今天你吃豆腐了吗,好棒的科普,0,0
622,1451459580,1709985089,211653814592,1650921528,爛球灰人,额，无视老板的指令继续干下去，一干就是上年头。。。这事在中国是绝对不存在的。[微笑],22,7
149,1451459580,1711279790,213817772368,346814364,鲲鹏与明月,首页推送N遍了,0,0
1616,1451459580,1709736883,211256297424,5443810,知夜渐落晓星沉,25:40真的太震撼了，我看到了科学与现实的碰撞,517,6
1640,1451459580,1709735829,211253774448,31201898,逐电-YW2CC,我想问下，这种LED灯珠，跟手机LED屏是一个原理吗？跟LED白色电灯也是同理吗？,4,2
643,1451459580,1709964819,211608766512,3461566276045384,1239884,"我去[哦呼]
我今天上课老师放过，回来就刷到了[笑哭]",0,4
177,1451459580,1711200398,213675724288,1641234849,JunCref,说了是几乎，事实告诉我只要想到的基本都能实现[tv_点赞],0,0
949,1451459580,1709829132,211403746080,7010967,进军无底洞,动画做的真好，通俗易懂[支持],0,0
986,1451459580,1709825006,211394724048,15202866,艾尔兰咖啡,给蓝宝石和GaN加一个缓冲层这个事，告诉你之后，你只会觉得理所当然，但从当时的技术水平和研究角度来说，可以说是极具突破性甚至可以说是天才想法。本人目前是在读电子信息博士，对CVD，PVD这类工艺做的比较多，对于材料的研究也略知一二，目前做的很多工作都有参考这类“缓冲层”的想法。有时候真的不得不佩服日本人的那种严禁务实的工作态度。,113,4
1502,1451459580,1709749531,211277611600,34218789,SHNZDD,咱学校的[星星眼]给力给力,0,0
1165,1451459580,1709801475,211340729744,40014626,白色火苗,"blue, always.",5,0
989,1451459580,1709824721,211394011296,155590362,里森堡战忽局,套个塑料袋的事,0,0
269,1451459580,1711042162,213401261056,175977964,低能废物,很浪漫,0,0
63,1451459580,1711900284,214856450800,349121214,Liuxudong926,所以这就是当年诺基亚8250上市后轰动的原因？,0,0
1270,1451459580,1709787171,211315876720,430172061,Yumo-雨默,。。。。。。,0,1
1815,1451459580,1709719068,211214915600,368003513,寒水易珏-种花兔兔,至今OLED屏幕的蓝色子像素都是寿命最短的[笑哭],1281,12
384,1451459580,1710424320,212371039424,291869820,天地殘霞光,"“照明驱暗之神，他蓝色的光芒在远处闪耀，如同海面下的太阳。”
让我想起这一句。",4,0
1172,1451459580,1709800290,211338577408,105440987,积木圈子,我有个疑问，现在白色的LED不是有了吗 不需要三个颜色合成白色吧,0,6
1703,1451459580,1709731809,211243887968,256067920,九月秋猫,我们教授刚放完这个视频[微笑]还说考试会考到这个知识,33,1
1004,1451459580,1709823014,211389695856,40356068,awesome-danny,如果中国那么多做煎饼的也去搞，估计世界更快,0,1
1867,1451459580,1709712906,211203148704,1566248,一拳哥哥,做实验的时候就发现红绿蓝LED不管什么型号，产生的光谱都长的完全不一样，光强也很难控制到一个水准,19,1
1017,1451459580,1709820990,211384533536,273069041,本自无名,基础教育差距还是太大了,2,0
1551,1451459580,1709741366,211267068064,4922471,飛行器の執行週期,弹幕这么能戏谑啊,0,0
1733,1451459580,1709729133,211237744400,31648615,狗和女朋友都没有,led仙人,0,0
83,1451459580,1711665891,214434498720,754871,ndjjejwbhwhshak,我擦我看见了pulsar,0,0
1716,1451459580,1709730798,211241502864,108944054,阿廖沙只能怕,话说现在硒化锌能造出p型吗，既然它来制造蓝led只有一个难点，那它的成本和应用上限应该更高啊，当然可能这个难点比氮化镓三个都更大,4,7
574,1451459580,1710029785,211718174688,691407060,sniper-015,但是我的物理实验器材里就有一个蓝LED,1,0
1554,1451459580,1709741214,211266628736,500561271,bili_20611087779,@我家阿狸去哪里了 草[tv_笑哭],1,0
369,1451459580,1710483661,212453153728,102191116,yagami0324,影片太长太墨迹了,0,0
1308,1451459580,1709783012,211306493424,8751618,棠桦_-,结尾这800w美元的诉讼费有点绷不住,6,5
1790,1451459580,1709723234,211224446544,156594837,星河橙柠,不得不说外国人做的科普视频就是好,10,14
80,1451459580,1711695076,214482331296,87877529,幸福的和音,不得不说，中村修二被日亚剥削得很惨，这种黑心无良企业能活到今天不得不让人对于“祸害留千年”这句话感慨万千。[嗑瓜子],1,0
1865,1451459580,1709713061,211203352176,176821006,Void丶Million,Up好！想提个小建议，可不可以把字幕做成外挂模式呀，这样就可以自由调整位置和大小，以及单语还是双语了～,0,0
1189,1451459580,1709796698,211332546848,267537229,lykhatsu,为什么这期这么多人看[点赞],0,0
1390,1451459580,1709773660,211291468512,17809767,-还行先生-,几周前准备演讲，选定的题材是ALD，连带着涉及了一些cvd和peald，然后，刚刚才发现发现中村先生的文章我读过4篇[捂脸]我知道我看的东西和蓝色led有关，也是非常经典的薄膜沉积范例，而且也知道蓝色led获了奖，就是不知道中村先生[捂脸],36,0
287,1451459580,1711022547,213357846944,678365966,我告诉你我家里没矿,🚼,0,0
1082,1451459580,1709815074,211370600176,166070506,快乐风男丶闪电松鼠,我还以为这种对有成绩的顶尖科研人员给这么抽象的待遇只会发生在中国，原来哪里都有这种事啊[tv_黑人问号],2,3
1699,1451459580,1709732317,211245094672,176959866,阿彌陀佛念,阿弥陀佛,0,0
1693,1451459580,1709732694,211246163568,6970254,祥宇233333,现在很多都在研究microled，比如咱们的光机所也在研发，我们公司的技术就是源自于光机所。microled的制作其实已经不算最大问题了，目前最大的问题是巨量转移，电路设计啊等等。所以国内也在研发比microled再简单点的miniled。这两者的“micro”和“mini”指的是led灯珠的大小，和led的间距没有关系。所以无论是microled做出来的100英寸4K屏幕，像素点间距这起码1.2-1.5mm左右；还是用miniled做出来70英寸4K屏幕，像素点间距0.7mm左右，microled就是microled，miniled就是miniled。目前miniled技术已经很成熟，不少显示器开始用miniled作为屏幕背光使用。但有没有想过为什么作为背光使用，而不是作为直接显示的显示面板使用，其中一个原因是目前点间距还不足以达到满足小尺寸显示器的要求，还有一个原因是能耗高。可以看看现在亮度1000nit的miniled的功耗有多高，那电源适配器有多大[doge]。这还是仅仅作为背光使用，那才多少个led灯珠,35,10
699,1451459580,1709926314,211557249120,242689793,albertiuuum,问最后一个问题的时候有点泪目了,0,0
1205,1451459580,1709792975,211326543712,295760290,不爱做梦的ooillba,这才是真动手仙人,0,0
349,1451459580,1710574443,212606474480,327320178,__Bili_Bili__,因为本来就是蓝的,1,0
827,1451459580,1709879506,211464028704,15288274,战地厨子,"最烦那种技术突破都是偶然的说法，这就是一个打脸的例子。从始至终层层推进，掌握核心技术才能不断提高。

不过专利这个事儿最后让律师笑了有点郁闷了，如果老董事还掌权的话不可能会跟日亚闹掰。我也没证据单从这个视频来看，我估计是老董事为什么要退二线？就是因为支持女婿的声音大，他当时的投资是“失败”的。女婿一上来就让他停止研究，就是因为公司运营不能支持他在那搞研究了，要变现。谁知道当时亏空到底有多少。所以研究出来把他们公司利润拉高两倍时也没给他分钱。不是不想分很有可能是不能分。但是最后白色led出来拉高十倍后还不分钱就不知道为什么了，所以这时候气的他才离开日亚。然后日亚还起诉他泄密。真的是有点耍流氓了。后来感谢日亚去拜访竟然还被拒绝了。这就有点太尴尬了。只能说格局太小了。老董事是一个敢打敢拼的人，但是承受不住压力退了，女婿靠着这个压力得到了宝座开始施展，结果得罪公司老员工，他以为老员工要给自己卖命一辈子，所以不分钱还责怪他泄密起诉他。然后狠狠被法律制裁。（但是钱让律师赚去了）不过这也算解开中村的束缚。这一套操作让我突然想起了阿信。阿信和会长之间的交情，到了孩子那辈就是仇恨。",73,3
907,1451459580,1709852524,211418963216,571819999,小小康菌,银河？,0,0
516,1451459580,1710066804,211796591712,430307024,BD4EPV,片子拍得真好，讲述的道理深入浅出，我估计好多大学电子专业的学生到毕业都弄不明白半导体的PN结构造原理是啥，这片子里形象生动地就顺带着讲明白了。高人！同时，对蓝色LED之父中村也是由衷地敬佩。,38,1
1451,1451459580,1709763581,211283032304,10716448,兔兔家的阿黄,老婆表哥的博导,0,0
1463,1451459580,1709759359,211281752048,11246954,瓯润桔Orangeee,ZnSe的技术路线后来有进展吗？GaN的成本应该会比ZnSe要高吧？,1,1
1195,1451459580,1709795121,211330018208,10719980,摄影师clio达达,这是大海的颜色，这样的人生真是精彩。,3,0
